NK011766.CDS.3	1433B_HUMAN
KQ472099.CDS.1	PIGU_HUMAN
TS491230.CDS.3	PIGV_HUMAN
JM69951841.CDS.1	PIGW_HUMAN
K19407.CDS.1	PIGX_HUMAN
XU69732147.CDS.2	PIGY_HUMAN
ME70150612.CDS.1	PIGZ_HUMAN
C87425.CDS.3	PIHD1_HUMAN
DH374552.CDS.3	PIHD2_HUMAN
HZ15823396.CDS.1	PIHD3_HUMAN
YO20487346	PILRA_HUMAN
FP95083599.CDS.1	PILRB_HUMAN
SK515794.CDS.3	PIM1_HUMAN
QU979666.CDS.2	PIM2_HUMAN
WJ650252.CDS.1	PIM3_HUMAN
WG368059.CDS.3	PIMRE_HUMAN
JG172478.CDS.3	PIMT_HUMAN
MI978031.CDS.3	PIN1_HUMAN
DZ453026	PIN4_HUMAN
KJ458901.CDS.3	PININ_HUMAN
CD197444.CDS.1	PINK1_HUMAN
RN51800573.CDS.2	PINLY_HUMAN
YM30621630.CDS.2	PINL_HUMAN
FH90290201.CDS.1	PINX1_HUMAN
WH398188	PIOS1_HUMAN
M33092.CDS.1	PIP30_HUMAN
N20999.CDS.1	PIPNA_HUMAN
FT928022.CDS.1	PIPNB_HUMAN
M12394.CDS.1	PIPSL_HUMAN
ED28201545.CDS.1	PIP_HUMAN
MG73723341.CDS.1	PIRT_HUMAN
KT250222.CDS.1	PIR_HUMAN
D97053.CDS.2	PISD_HUMAN
W46588.CDS.1	PIT1_HUMAN
MM53878691.CDS.3	PITC1_HUMAN
EE527617.CDS.1	PITH1_HUMAN
AH78238576.CDS.1	PITM1_HUMAN
UE87545959.CDS.1	PITM2_HUMAN
L12068.CDS.2	PITM3_HUMAN
DT00375963.CDS.1	PITX1_HUMAN
LM65062874.CDS.3	PITX2_HUMAN
IY17810799.CDS.1	PITX3_HUMAN
OS82407969.CDS.1	PIWL1_HUMAN
SA42374775.CDS.1	PIWL2_HUMAN
WG09229008.CDS.1	PIWL3_HUMAN
UI997460.CDS.2	PIWL4_HUMAN
XL555038.CDS.1	PJA1_HUMAN
CL563938.CDS.1	PJA2_HUMAN
B55969.CDS.1	PJVK_HUMAN
ND51639227.CDS.1	PK1IP_HUMAN
UK044776.CDS.1	PK1L1_HUMAN
OZ051357.CDS.1	PK1L2_HUMAN
LG360462.CDS.2	PK1L3_HUMAN
QQ20504968.CDS.1	PK2L1_HUMAN
TZ14509059.CDS.1	PK2L2_HUMAN
RJ426709.CDS.2	PK3C3_HUMAN
SP84546180.CDS.1	PK3CA_HUMAN
DZ75383381	PK3CB_HUMAN
QJ61383169.CDS.1	PK3CD_HUMAN
OB86200948	PK3CG_HUMAN
UU79314965.CDS.1	PKCB1_HUMAN
YD46102278.CDS.1	PKD1_HUMAN
JG06875163.CDS.2	PKD2_HUMAN
WD14360373	PKDCC_HUMAN
CM657650.CDS.3	PKDRE_HUMAN
DZ23347846.CDS.1	PKH4B_HUMAN
T10180.CDS.2	PKHA1_HUMAN
ZZ126195.CDS.1	PKHA2_HUMAN
D75238	PKHA3_HUMAN
MH23926620.CDS.1	PKHA4_HUMAN
P68222.CDS.2	PKHA5_HUMAN
XX517066.CDS.1	PKHA6_HUMAN
A83542.CDS.1	PKHA7_HUMAN
ED584999	PKHA8_HUMAN
KN77046866.CDS.1	PKHA9_HUMAN
ZB72068059.CDS.1	PKHB1_HUMAN
QN33430791.CDS.1	PKHB2_HUMAN
U51504.CDS.1	PKHD1_HUMAN
AO783874.CDS.1	PKHF1_HUMAN
Q70801.CDS.1	PKHF2_HUMAN
U20566.CDS.1	PKHG1_HUMAN
ZB735849.CDS.1	PKHG2_HUMAN
JD36309319.CDS.2	PKHG3_HUMAN
KR19281305	PKHG4_HUMAN
RP29165683.CDS.1	PKHG5_HUMAN
U40373.CDS.2	PKHG6_HUMAN
HT493155.CDS.3	PKHG7_HUMAN
AI006891.CDS.1	PKHH1_HUMAN
P46871.CDS.1	PKHH2_HUMAN
XS934225.CDS.1	PKHH3_HUMAN
YO78903395.CDS.1	PKHJ1_HUMAN
IL61321243.CDS.3	PKHL1_HUMAN
KW08825338.CDS.3	PKHM1_HUMAN
JZ56931808.CDS.2	PKHM2_HUMAN
PY62281803.CDS.3	PKHM3_HUMAN
CY349925.CDS.3	PKHN1_HUMAN
GT734067.CDS.1	PKHO1_HUMAN
KG366270.CDS.3	PKHO2_HUMAN
PE152437.CDS.2	PKHS1_HUMAN
EC78824464.CDS.1	PKN1_HUMAN
LR813503.CDS.2	PKN2_HUMAN
ME156632.CDS.1	PKN3_HUMAN
AE756734.CDS.1	PKNX1_HUMAN
WD255923.CDS.1	PKNX2_HUMAN
RQ18707349.CDS.1	PKP1_HUMAN
NR65444931.CDS.1	PKP2_HUMAN
RE562589.CDS.1	PKP3_HUMAN
AS019359.CDS.1	PKP4_HUMAN
WO15701977.CDS.3	PKR1_HUMAN
FX77035795.CDS.2	PKR2_HUMAN
LI305479.CDS.1	PKRI1_HUMAN
RR870088.CDS.1	PL8L1_HUMAN
AO50509336.CDS.1	PLA1A_HUMAN
AB89936448.CDS.1	PLA2R_HUMAN
SD17790782	PLAC1_HUMAN
QY19168369.CDS.1	PLAC4_HUMAN
WP42211127.CDS.3	PLAC8_HUMAN
M74821.CDS.1	PLAC9_HUMAN
R64775.CDS.3	PLAG1_HUMAN
RP64917906.CDS.2	PLAK_HUMAN
DS14282695.CDS.1	PLAL1_HUMAN
G52006.CDS.1	PLAL2_HUMAN
JO08562537.CDS.1	PLAP_HUMAN
OJ40495972.CDS.1	PLAT1_HUMAN
XR27676699.CDS.1	PLAT2_HUMAN
JJ953634.CDS.2	PLAT3_HUMAN
SN840013.CDS.2	PLAT4_HUMAN
NQ86710500.CDS.1	PLAT5_HUMAN
K36431.CDS.1	PLB1_HUMAN
XJ79478511	PLBL1_HUMAN
GO36245190.CDS.2	PLBL2_HUMAN
ZN473802.CDS.1	PLCA_HUMAN
WL060606.CDS.3	PLCB1_HUMAN
IW686238.CDS.1	PLCB2_HUMAN
XB01054185.CDS.1	PLCB3_HUMAN
CK151768.CDS.1	PLCB4_HUMAN
RF68521703.CDS.2	PLCB_HUMAN
AW93881952.CDS.1	PLCC_HUMAN
GF71078171	PLCD1_HUMAN
HU07782746.CDS.1	PLCD3_HUMAN
WN07674574.CDS.1	PLCD4_HUMAN
TK59266300.CDS.2	PLCD_HUMAN
PZ31886887	PLCE1_HUMAN
ZP670057.CDS.1	PLCE_HUMAN
X02945.CDS.1	PLCG1_HUMAN
JY671227.CDS.2	PLCG2_HUMAN
EG254265.CDS.1	PLCH1_HUMAN
EI154109.CDS.2	PLCH2_HUMAN
EH36401454.CDS.2	PLCL1_HUMAN
YY708038.CDS.1	PLCL2_HUMAN
KG774915.CDS.2	PLCX1_HUMAN
Z84077.CDS.1	PLCX2_HUMAN
FR802909.CDS.1	PLCX3_HUMAN
RE802090.CDS.1	PLCZ1_HUMAN
DH34140419.CDS.2	PLD1_HUMAN
CH970849	PLD2_HUMAN
E93579.CDS.2	PLD3A_HUMAN
WC265178.CDS.1	PLD3B_HUMAN
KG436321.CDS.1	PLD3_HUMAN
XL896036.CDS.1	PLD4_HUMAN
FU35221658.CDS.1	PLD5_HUMAN
X98933.CDS.1	PLD6_HUMAN
CJ156570	PLDX1_HUMAN
D72203.CDS.1	PLEC_HUMAN
LD738450.CDS.1	PLEK2_HUMAN
F66369.CDS.3	PLEK_HUMAN
XZ294918.CDS.3	PLET1_HUMAN
LL80941651.CDS.1	PLF4_HUMAN
OR54778306.CDS.2	PLGA_HUMAN
IJ720202.CDS.1	PLGB_HUMAN
T24573.CDS.1	PLGF_HUMAN
CQ86748706.CDS.3	PLGT2_HUMAN
ZA665398	PLGT3_HUMAN
U82783	PLHD1_HUMAN
MS52899940.CDS.1	PLIN1_HUMAN
OY869185.CDS.2	PLIN2_HUMAN
E36952.CDS.1	PLIN3_HUMAN
PI839406.CDS.1	PLIN4_HUMAN
XL359466.CDS.2	PLIN5_HUMAN
GE681095.CDS.1	PLK1_HUMAN
DY322778.CDS.1	PLK2_HUMAN
HT454194.CDS.1	PLK3_HUMAN
QO581243.CDS.1	PLK4_HUMAN
LZ25700893	PLK5_HUMAN
PU79859550.CDS.2	PLLP_HUMAN
XB198536.CDS.1	PLMN_HUMAN
G43176	PLM_HUMAN
Q19001.CDS.1	PLOD1_HUMAN
EU169601.CDS.1	PLOD2_HUMAN
UM88538428.CDS.3	PLOD3_HUMAN
MC284911.CDS.3	PLP2_HUMAN
IJ21526371.CDS.1	PLPHP_HUMAN
ZU613494.CDS.1	PLPL1_HUMAN
YS992046.CDS.2	PLPL2_HUMAN
RW981417	PLPL3_HUMAN
Q47449.CDS.1	PLPL4_HUMAN
HG149914	PLPL5_HUMAN
L91469.CDS.2	PLPL6_HUMAN
DW31054276.CDS.1	PLPL7_HUMAN
P36449.CDS.1	PLPL8_HUMAN
DD04893918.CDS.2	PLPL9_HUMAN
XK83565744.CDS.2	PLPP1_HUMAN
XI26405074.CDS.2	PLPP2_HUMAN
W47856.CDS.2	PLPP3_HUMAN
P38697.CDS.1	PLPP4_HUMAN
XF541667.CDS.2	PLPP5_HUMAN
B45338.CDS.2	PLPP6_HUMAN
TE48889693.CDS.3	PLPP7_HUMAN
J94557.CDS.1	PLPP_HUMAN
H94273.CDS.2	PLPR1_HUMAN
QB547309.CDS.3	PLPR2_HUMAN
XA365810.CDS.1	PLPR3_HUMAN
RU304593.CDS.2	PLPR4_HUMAN
PX97248743.CDS.1	PLPR5_HUMAN
GK566806.CDS.2	PLRG1_HUMAN
TJ98392814.CDS.3	PLRKT_HUMAN
D40486.CDS.1	PLS1_HUMAN
XM691741	PLS2_HUMAN
BR26887101	PLS3_HUMAN
HX46233587.CDS.1	PLS4_HUMAN
ZW666760	PLS5_HUMAN
OA217430.CDS.1	PLSI_HUMAN
IP816626.CDS.1	PLSL_HUMAN
X07617.CDS.2	PLST_HUMAN
WI20831535.CDS.1	PLTP_HUMAN
O54613.CDS.3	PLVAP_HUMAN
YK327208.CDS.1	PLXA1_HUMAN
CY530636.CDS.2	PLXA2_HUMAN
KK71365461.CDS.1	PLXA3_HUMAN
XT340648.CDS.1	PLXA4_HUMAN
XF65198597.CDS.1	PLXB1_HUMAN
UZ38529506.CDS.3	PLXB2_HUMAN
TS075089.CDS.1	PLXB3_HUMAN
YK92200223.CDS.2	PLXC1_HUMAN
HG92578142.CDS.1	PLXD1_HUMAN
YS80176791.CDS.2	PM2P1_HUMAN
BK48583393	PM2P2_HUMAN
CL42640657.CDS.2	PM2P3_HUMAN
KZ97162652.CDS.1	PM2P5_HUMAN
BE50133066.CDS.1	PM2PB_HUMAN
OH204302.CDS.1	PM34_HUMAN
OZ586813.CDS.1	PMA6E_HUMAN
M07195.CDS.2	PMA6F_HUMAN
C30363.CDS.1	PMEL_HUMAN
H81815.CDS.3	PMEPA_HUMAN
ZA167959.CDS.1	PMF1_HUMAN
BR78983819.CDS.1	PMFBP_HUMAN
XB946072.CDS.1	PMGE_HUMAN
N31358.CDS.1	PMGT1_HUMAN
MU55022949.CDS.1	PMGT2_HUMAN
XU878447.CDS.1	PMIS2_HUMAN
YK227697.CDS.3	PML_HUMAN
DS34791665.CDS.1	PMM1_HUMAN
R46343.CDS.1	PMM2_HUMAN
HB440356.CDS.1	PMP22_HUMAN
A97583.CDS.1	PMS1_HUMAN
BZ77597941.CDS.1	PMS2L_HUMAN
IB407675.CDS.1	PMS2_HUMAN
Z47867.CDS.2	PMVK_HUMAN
IL809996.CDS.1	PMYT1_HUMAN
O19715.CDS.1	PNCB_HUMAN
AD99160987.CDS.1	PNDC1_HUMAN
G16765.CDS.1	PNEU_HUMAN
F90575.CDS.2	PNISR_HUMAN
LR67625675.CDS.3	PNKD_HUMAN
AU40700656.CDS.1	PNKP_HUMAN
HE221693.CDS.1	PNM6A_HUMAN
KA846052.CDS.3	PNM8A_HUMAN
KL803986.CDS.2	PNM8B_HUMAN
UO04021963.CDS.1	PNM8C_HUMAN
NP265216.CDS.1	PNMA1_HUMAN
IZ00323563.CDS.1	PNMA2_HUMAN
HH583808.CDS.1	PNMA3_HUMAN
GN59355803.CDS.1	PNMA5_HUMAN
YJ401065.CDS.1	PNMT_HUMAN
KZ72619855.CDS.2	PNO1_HUMAN
ZW787690.CDS.1	PNOC_HUMAN
ML744817	PNPH_HUMAN
B66659.CDS.2	PNPO_HUMAN
O10523.CDS.3	PNPT1_HUMAN
A52873.CDS.1	PNRC1_HUMAN
D24003.CDS.1	PNRC2_HUMAN
HI33445276.CDS.2	PO113_HUMAN
NM66196100.CDS.1	PO210_HUMAN
OS45328219.CDS.1	PO2F1_HUMAN
XY435689.CDS.2	PO2F2_HUMAN
ZH812276.CDS.1	PO2F3_HUMAN
L34117.CDS.1	PO3F1_HUMAN
KY56482935	PO3F2_HUMAN
I59496.CDS.1	PO3F3_HUMAN
MY03089670.CDS.1	PO3F4_HUMAN
X03373.CDS.1	PO4F1_HUMAN
NM516706.CDS.1	PO4F2_HUMAN
XX616087.CDS.1	PO4F3_HUMAN
LD25802886.CDS.3	PO5F1_HUMAN
Y31113.CDS.1	PO5F2_HUMAN
UL399088.CDS.2	PO6F1_HUMAN
FK964058.CDS.1	PO6F2_HUMAN
UK930512.CDS.1	POC1A_HUMAN
IX343818.CDS.1	POC1B_HUMAN
DY792354.CDS.2	POC5_HUMAN
DH073028.CDS.1	PODN_HUMAN
PY83923501.CDS.2	PODO_HUMAN
RA80926254.CDS.2	PODXL_HUMAN
O17346	POF1B_HUMAN
RG074249.CDS.3	POGK_HUMAN
TZ06029020.CDS.1	POGZ_HUMAN
HB90745229.CDS.1	POK10_HUMAN
DZ011347.CDS.2	POK11_HUMAN
TG207249.CDS.2	POK18_HUMAN
MS031063.CDS.1	POK19_HUMAN
W93471.CDS.1	POK25_HUMAN
YK390710.CDS.1	POK6_HUMAN
MO440699.CDS.2	POK7_HUMAN
BK681640.CDS.1	POK8_HUMAN
LE24318933.CDS.2	POK9_HUMAN
DR644767.CDS.1	POLH_HUMAN
FJ207461.CDS.1	POLI_HUMAN
TD989992.CDS.3	POLK_HUMAN
CR269973.CDS.2	POLS2_HUMAN
I86789.CDS.1	POMP_HUMAN
GT82164888	POMT1_HUMAN
FZ12225926.CDS.1	POMT2_HUMAN
SW63546777.CDS.2	PON1_HUMAN
FG27106275.CDS.1	PON2_HUMAN
XP495506.CDS.2	PON3_HUMAN
SR17243966.CDS.1	PONL1_HUMAN
U39839.CDS.2	POP1_HUMAN
TL137186.CDS.1	POP5_HUMAN
U02469.CDS.1	POP7_HUMAN
MY741567.CDS.3	POPD1_HUMAN
JU29100295.CDS.2	POPD2_HUMAN
MU282257.CDS.1	POPD3_HUMAN
JA100761.CDS.2	PORCN_HUMAN
YL13249847.CDS.3	PORED_HUMAN
NM939200.CDS.1	PORIM_HUMAN
CP18168929.CDS.2	POSTN_HUMAN
F72285.CDS.3	POTB2_HUMAN
TI20621052	POTB3_HUMAN
DK709397.CDS.1	POTE1_HUMAN
TW37884922.CDS.1	POTEA_HUMAN
IO05358958.CDS.2	POTEB_HUMAN
ZQ50660740	POTEC_HUMAN
JP152237.CDS.1	POTED_HUMAN
TR321643.CDS.1	POTEE_HUMAN
QR35259023.CDS.3	POTEF_HUMAN
LD20834377.CDS.1	POTEG_HUMAN
XS473408	POTEH_HUMAN
BY07160174.CDS.1	POTEI_HUMAN
DF70455247.CDS.1	POTEJ_HUMAN
SZ543778.CDS.1	POTEM_HUMAN
H66632.CDS.1	POZP3_HUMAN
BO333437.CDS.1	PP12C_HUMAN
IX78730701	PP13G_HUMAN
GW95424802.CDS.1	PP13_HUMAN
JW579694.CDS.1	PP14A_HUMAN
R61175.CDS.1	PP14B_HUMAN
HX158678.CDS.1	PP14C_HUMAN
L76101.CDS.2	PP14D_HUMAN
OQ68416209.CDS.2	PP16A_HUMAN
EK484047.CDS.3	PP16B_HUMAN
EQ06719885.CDS.2	PP1A_HUMAN
DE834935.CDS.1	PP1B_HUMAN
TJ89169231.CDS.1	PP1G_HUMAN
MU14162158.CDS.2	PP1R7_HUMAN
CX73054621.CDS.1	PP1R8_HUMAN
K94612.CDS.1	PP1RA_HUMAN
LH828205.CDS.1	PP1RB_HUMAN
XR38292364.CDS.1	PP2AA_HUMAN
FC42322468.CDS.2	PP2AB_HUMAN
H70654.CDS.1	PP2BA_HUMAN
YG02657597.CDS.2	PP2BB_HUMAN
JO32711796	PP2BC_HUMAN
IY83627879.CDS.1	PP2D1_HUMAN
BY11885099	PP4C_HUMAN
TK145542.CDS.1	PP4P1_HUMAN
NO54009190.CDS.1	PP4P2_HUMAN
L42736.CDS.1	PP4R1_HUMAN
XX723139.CDS.1	PP4R2_HUMAN
CR68332853.CDS.1	PP4R4_HUMAN
WH743114.CDS.1	PP4RL_HUMAN
SE61634489.CDS.1	PP5D1_HUMAN
TE548474.CDS.1	PP6R1_HUMAN
I90729.CDS.1	PP6R2_HUMAN
SN06713344.CDS.1	PP6R3_HUMAN
KM56446455.CDS.1	PPA5_HUMAN
RN97207071.CDS.1	PPA6_HUMAN
UE23459596.CDS.1	PPAC_HUMAN
NS298577.CDS.1	PPAL_HUMAN
GL64388782.CDS.1	PPAP_HUMAN
XI21170925.CDS.1	PPARA_HUMAN
YJ323901	PPARD_HUMAN
OO47113090.CDS.1	PPARG_HUMAN
BX642721.CDS.2	PPAT_HUMAN
XN12306076.CDS.1	PPB1_HUMAN
O00503.CDS.1	PPBI_HUMAN
DH009529.CDS.1	PPBN_HUMAN
NZ962251.CDS.2	PPBT_HUMAN
IB298510.CDS.3	PPCEL_HUMAN
H14770.CDS.2	PPCE_HUMAN
BD72221453.CDS.1	PPCS_HUMAN
RS65959204.CDS.1	PPCT_HUMAN
UA543525.CDS.2	PPDPF_HUMAN
U01503.CDS.1	PPE1_HUMAN
K88137.CDS.1	PPE2_HUMAN
MH26537979.CDS.1	PPGB_HUMAN
YY275363.CDS.2	PPHLN_HUMAN
RK859604.CDS.2	PPIA_HUMAN
TQ23768096.CDS.2	PPIB_HUMAN
CM537500.CDS.1	PPIC_HUMAN
IY670520.CDS.1	PPID_HUMAN
QJ883939.CDS.3	PPIE_HUMAN
GF226299.CDS.2	PPIF_HUMAN
BT877556.CDS.1	PPIG_HUMAN
CJ874525.CDS.1	PPIH_HUMAN
R04817.CDS.1	PPIL1_HUMAN
IN915885.CDS.2	PPIL2_HUMAN
TP28884820.CDS.1	PPIL3_HUMAN
W40270.CDS.1	PPIL4_HUMAN
TN936299.CDS.2	PPIL6_HUMAN
ZO94056605.CDS.1	PPIP1_HUMAN
QI44856374.CDS.1	PPIP2_HUMAN
FE39877948.CDS.1	PPL13_HUMAN
P13503.CDS.3	PPLA_HUMAN
AN44178846.CDS.1	PPM1A_HUMAN
H90887	PPM1B_HUMAN
YZ612390.CDS.2	PPM1D_HUMAN
SB663882.CDS.1	PPM1E_HUMAN
NZ02167856.CDS.2	PPM1F_HUMAN
UO343783.CDS.2	PPM1G_HUMAN
AJ055608.CDS.2	PPM1H_HUMAN
M27143.CDS.1	PPM1J_HUMAN
SP78093931.CDS.1	PPM1K_HUMAN
IX864030.CDS.2	PPM1L_HUMAN
L41501.CDS.1	PPM1M_HUMAN
E61300.CDS.1	PPM1N_HUMAN
EW064079.CDS.1	PPME1_HUMAN
I68991	PPN_HUMAN
EC14842832.CDS.1	PPOX_HUMAN
KK895114.CDS.2	PPP5_HUMAN
JG490647.CDS.2	PPP6_HUMAN
EP387000.CDS.1	PPR17_HUMAN
WO18228966.CDS.2	PPR18_HUMAN
FP03375565.CDS.1	PPR1A_HUMAN
PG420095.CDS.1	PPR1B_HUMAN
UM463168.CDS.1	PPR1C_HUMAN
UI958753.CDS.2	PPR21_HUMAN
J23506	PPR26_HUMAN
M36126.CDS.1	PPR27_HUMAN
MD43627262.CDS.1	PPR29_HUMAN
L49330.CDS.1	PPR32_HUMAN
NM179525.CDS.2	PPR35_HUMAN
LA15754652.CDS.1	PPR36_HUMAN
R97654.CDS.1	PPR37_HUMAN
O95620.CDS.1	PPR3A_HUMAN
XE542464.CDS.1	PPR3B_HUMAN
ET16782831.CDS.3	PPR3C_HUMAN
YO935652.CDS.1	PPR3D_HUMAN
MO008493.CDS.2	PPR3E_HUMAN
ZF74943629.CDS.1	PPR3F_HUMAN
Q52455.CDS.1	PPR42_HUMAN
T20455.CDS.3	PPRC1_HUMAN
D56914.CDS.1	PPT1_HUMAN
OO309157.CDS.3	PPT2_HUMAN
WK69304286	PPTC7_HUMAN
FX700276.CDS.2	PPWD1_HUMAN
PI522646.CDS.1	PPY2_HUMAN
LU896781.CDS.2	PQBP1_HUMAN
F58388.CDS.3	PR14L_HUMAN
ZT090824	PR15A_HUMAN
E77001.CDS.1	PR15B_HUMAN
X23185.CDS.1	PR15L_HUMAN
CR927093.CDS.1	PR20A_HUMAN
D25885.CDS.1	PR20B_HUMAN
E73473.CDS.1	PR20C_HUMAN
JG533232.CDS.1	PR20D_HUMAN
GW784026	PR20E_HUMAN
AE06702512.CDS.3	PR20G_HUMAN
MR339878.CDS.2	PR23A_HUMAN
IU91816724.CDS.1	PR23B_HUMAN
OY78272332.CDS.1	PR23C_HUMAN
SU28737618.CDS.1	PR38A_HUMAN
GS99646225.CDS.1	PR38B_HUMAN
FI19664828	PR40A_HUMAN
F02202.CDS.1	PR40B_HUMAN
NQ521818.CDS.1	PRA10_HUMAN
FT222613	PRA11_HUMAN
PR869406.CDS.1	PRA12_HUMAN
ZK80166493.CDS.2	PRA13_HUMAN
SB79891825.CDS.1	PRA14_HUMAN
NR76743523.CDS.1	PRA17_HUMAN
D46567.CDS.2	PRA18_HUMAN
CC96791572.CDS.1	PRA19_HUMAN
RQ166775.CDS.1	PRA20_HUMAN
ZS80890444.CDS.3	PRA22_HUMAN
WL861379.CDS.1	PRA25_HUMAN
FA85749241.CDS.1	PRA26_HUMAN
HS10195571.CDS.3	PRA27_HUMAN
RX64879500.CDS.1	PRA33_HUMAN
YH898768.CDS.1	PRAC1_HUMAN
AB15028082.CDS.1	PRAC2_HUMAN
MH563507.CDS.1	PRAF1_HUMAN
AB687938.CDS.1	PRAF2_HUMAN
XH522424.CDS.2	PRAF3_HUMAN
HN25309538.CDS.1	PRAG1_HUMAN
IX10915200.CDS.2	PRAM1_HUMAN
G38966.CDS.1	PRAM2_HUMAN
EC83014103.CDS.2	PRAM4_HUMAN
TC889579.CDS.2	PRAM5_HUMAN
QK561351.CDS.2	PRAM6_HUMAN
Z14919.CDS.1	PRAM7_HUMAN
XU64842394.CDS.1	PRAM8_HUMAN
EW73569689.CDS.1	PRAM9_HUMAN
Y59152.CDS.1	PRAME_HUMAN
WX38315642.CDS.1	PRAM_HUMAN
DP133653.CDS.2	PRAP1_HUMAN
TF233931.CDS.2	PRAX_HUMAN
MQ580432.CDS.1	PRB2_HUMAN
B32765.CDS.1	PRB3_HUMAN
RL518753.CDS.1	PRB4_HUMAN
KH98279481.CDS.2	PRC1_HUMAN
KI01128583.CDS.2	PRC2A_HUMAN
ED232100.CDS.1	PRC2B_HUMAN
W00106.CDS.2	PRC2C_HUMAN
JY749851.CDS.1	PRCA1_HUMAN
WZ36047441.CDS.1	PRCC_HUMAN
ZI61426800.CDS.1	PRCD_HUMAN
AI21031863.CDS.3	PRD10_HUMAN
QM33155687.CDS.3	PRD11_HUMAN
IA22123160.CDS.1	PRD12_HUMAN
TS028942.CDS.2	PRD13_HUMAN
J59724.CDS.1	PRD14_HUMAN
XM514818.CDS.1	PRD15_HUMAN
LE31116990.CDS.1	PRD16_HUMAN
FO867474	PRDC1_HUMAN
X06159	PRDM1_HUMAN
EJ14907060.CDS.3	PRDM2_HUMAN
NW75362481.CDS.1	PRDM4_HUMAN
JW57493362.CDS.2	PRDM5_HUMAN
YY285283.CDS.1	PRDM6_HUMAN
EK551767.CDS.1	PRDM7_HUMAN
BT02179114.CDS.1	PRDM8_HUMAN
NA02286325.CDS.1	PRDM9_HUMAN
J64211.CDS.1	PRDX1_HUMAN
U92697.CDS.2	PRDX2_HUMAN
EB734581.CDS.1	PRDX3_HUMAN
YU141875.CDS.1	PRDX4_HUMAN
IW724165.CDS.1	PRDX5_HUMAN
PR033772.CDS.1	PRDX6_HUMAN
RF072610.CDS.1	PREB_HUMAN
KO896735.CDS.2	PRELP_HUMAN
M06010.CDS.1	PREP_HUMAN
DA424180.CDS.1	PREX1_HUMAN
UB49099709.CDS.2	PREX2_HUMAN
DN977089.CDS.1	PREY_HUMAN
HK824042.CDS.1	PRG2_HUMAN
XE857718.CDS.1	PRG3_HUMAN
MD311223.CDS.1	PRG4_HUMAN
BH149752.CDS.1	PRGC1_HUMAN
UD975187	PRGC2_HUMAN
FH814087.CDS.1	PRGR_HUMAN
GY98759101.CDS.1	PRI1_HUMAN
DM05782930.CDS.2	PRI2_HUMAN
Y85846.CDS.2	PRIC1_HUMAN
RK295481.CDS.2	PRIC2_HUMAN
TG514936.CDS.1	PRIC3_HUMAN
YT486892.CDS.3	PRIC4_HUMAN
XN31188599.CDS.3	PRIMA_HUMAN
ZF77027065.CDS.1	PRIO_HUMAN
PR85007444.CDS.1	PRIPO_HUMAN
CY45757767.CDS.1	PRKDC_HUMAN
LH02512367.CDS.2	PRKN_HUMAN
WH865574.CDS.1	PRKRA_HUMAN
SF91332938.CDS.2	PRKX_HUMAN
FH84963959.CDS.1	PRKY_HUMAN
C67935.CDS.1	PRLD1_HUMAN
MR02679818.CDS.2	PRLD2_HUMAN
PQ20468554.CDS.1	PRLHR_HUMAN
YY30856563.CDS.1	PRLR_HUMAN
NW743016.CDS.1	PRL_HUMAN
PW79724406.CDS.3	PRM2_HUMAN
IP667087.CDS.3	PRM3_HUMAN
Q14646.CDS.1	PRND_HUMAN
KX87429008.CDS.1	PRNT_HUMAN
QK282304.CDS.1	PROB1_HUMAN
IX343541	PROC_HUMAN
BN44857163.CDS.2	PROD_HUMAN
AL743702.CDS.1	PROF1_HUMAN
XF72819257.CDS.1	PROF2_HUMAN
N56503.CDS.1	PROF3_HUMAN
AE19970430.CDS.1	PROF4_HUMAN
BN82432544.CDS.2	PROK1_HUMAN
D15008.CDS.1	PROK2_HUMAN
MY27338905	PROL1_HUMAN
AO471819	PROL4_HUMAN
AS68582439.CDS.1	PROM1_HUMAN
U00391.CDS.1	PROM2_HUMAN
KA682559.CDS.1	PROP1_HUMAN
PS00736885.CDS.1	PROP_HUMAN
XK87853205.CDS.1	PRORY_HUMAN
JI296823	PROS_HUMAN
RU94870457.CDS.2	PROX1_HUMAN
T76347.CDS.1	PROX2_HUMAN
RB16524393.CDS.3	PROZ_HUMAN
EZ46288372.CDS.2	PRP16_HUMAN
EX41407488.CDS.1	PRP17_HUMAN
LJ50395261	PRP18_HUMAN
JE303237.CDS.2	PRP19_HUMAN
U68798.CDS.1	PRP1_HUMAN
RX339190.CDS.1	PRP31_HUMAN
KL141826.CDS.3	PRP39_HUMAN
IR908828.CDS.2	PRP4B_HUMAN
IL63055082.CDS.1	PRP4_HUMAN
YC882227.CDS.2	PRP6_HUMAN
NM581342.CDS.1	PRP8_HUMAN
PJ09232774.CDS.1	PRPC_HUMAN
OZ78544965.CDS.1	PRPF3_HUMAN
S02325.CDS.1	PRPH2_HUMAN
Y56865.CDS.1	PRPK_HUMAN
OI44571071.CDS.2	PRPS1_HUMAN
JZ93968724.CDS.1	PRPS2_HUMAN
GJ434429.CDS.3	PRPS3_HUMAN
ON99210709.CDS.2	PRR11_HUMAN
IW499591.CDS.1	PRR12_HUMAN
XD902481.CDS.1	PRR13_HUMAN
SZ025378.CDS.1	PRR14_HUMAN
UY13471660.CDS.2	PRR15_HUMAN
U06676.CDS.1	PRR18_HUMAN
KL33980510.CDS.1	PRR19_HUMAN
